loss,recon,recon_base,pix_recon,aux_recon_base,kl,val_loss,val_recon,val_recon_base,val_pix_recon,val_aux_recon_base,val_kl,beta,aux_loss_weight,lr,logical_epoch,epoch_duration_sec,elapsed_train_sec,kl_target,kl_target_final,next_beta,kl_controller_advanced,epoch,run_id,training_type,shapley_tactic,phase,advance_epoch_controls,dynamic_aux_step,cycle,sampling_phase
1.7664626666477747,1.7664626666477747,1.7664626325879778,0.98714451278959,0.9741476093019756,3.6547538739229952,1.5881212949752808,1.5881212949752808,1.5881212949752808,0.8847053349018097,0.8792698979377747,25.36448574066162,0.0,0.8,0.001,0,0.3897133999998914,0.3897133999998914,50.0,5.0,0.0,True,0,baseline-20260606T014339Z-b13abd42,baseline,none,,,,,
1.4375199931008475,1.4375199931008475,1.437519976070949,0.809448880808694,0.7850888286318097,30.59269687107631,1.2663506269454956,1.2663506269454956,1.2663506269454956,0.7113209366798401,0.693787008523941,41.88739967346192,0.0,0.8,0.001,1,0.1199792999996134,0.5096926999995048,50.0,5.0,0.0,True,1,baseline-20260606T014339Z-b13abd42,baseline,none,,,,,
1.1770982912608556,1.1770982912608556,1.1770982912608556,0.652949869632721,0.6551855206489563,48.51762335641043,1.0729999542236328,1.0729999542236328,1.0729999542236328,0.5938770771026611,0.5989035964012146,57.58013153076172,0.0,0.8,0.001,2,0.0858787000015581,0.595571400001063,50.0,5.0,0.0,True,2,baseline-20260606T014339Z-b13abd42,baseline,none,,,,,
1.0181611265454973,1.0181611265454973,1.018161118030548,0.5621823583330426,0.5699734176908221,58.801606859479634,0.95909783244133,0.95909783244133,0.95909783244133,0.5280262231826782,0.5388394892215729,61.09667205810547,0.0,0.8,0.001,3,0.0813551999999617,0.6769266000010248,50.0,5.0,0.0,True,3,baseline-20260606T014339Z-b13abd42,baseline,none,,,,,
0.9175269944327218,0.9175269944327218,0.9175270114626204,0.5038653612136841,0.5170770372663226,62.35966164725168,0.8864590525627136,0.8864590525627136,0.8864590525627136,0.4867993295192718,0.499574676156044,65.37822723388672,0.0,0.8,0.001,4,0.1227087000006577,0.7996353000016825,50.0,5.0,0.0,True,4,baseline-20260606T014339Z-b13abd42,baseline,none,,,,,
0.8554006133760724,0.8554006133760724,0.8554006133760724,0.4664367054189954,0.4862048881394522,65.30411856515067,0.8268059492111206,0.8268059492111206,0.8268059492111206,0.4506703317165375,0.4701694995164871,68.47734451293945,0.0,0.8,0.001,5,0.1078318000018043,0.9074671000034868,50.0,5.0,0.0,True,5,baseline-20260606T014339Z-b13abd42,baseline,none,,,,,
0.7938694868768964,0.7938694868768964,0.7938695124217442,0.4287376616682325,0.4564147889614105,69.22825186593192,0.7718352675437927,0.7718352675437927,0.7718352675437927,0.4171005487442016,0.4434183984994888,71.43445205688477,0.0,0.8,0.001,6,0.1000758000009227,1.0075429000044096,50.0,5.0,0.0,True,6,baseline-20260606T014339Z-b13abd42,baseline,none,,,,,
0.7356777787208557,0.7356777787208557,0.7356777787208557,0.3937697240284511,0.4273850619792938,73.24729701450893,0.7369441986083984,0.7369441986083984,0.736944168806076,0.3954474478960037,0.4268709123134613,73.63290786743164,0.0,0.8,0.001,7,0.0829429999994317,1.0904859000038414,50.0,5.0,0.0,True,7,baseline-20260606T014339Z-b13abd42,baseline,none,,,,,
0.7008541566984994,0.7008541566984994,0.7008541566984994,0.3730163361345018,0.4097972725118909,76.92498670305524,0.7075964212417603,0.7075964212417603,0.7075964212417603,0.3774787336587906,0.41264708340168,77.14277648925781,0.0,0.8,0.001,8,0.0742856999986543,1.1647716000024957,50.0,5.0,0.0,True,8,baseline-20260606T014339Z-b13abd42,baseline,none,,,,,
0.674221396446228,0.674221396446228,0.674221396446228,0.3559050943170275,0.3978953787258693,80.1644526890346,0.6827089190483093,0.6827089190483093,0.6827089190483093,0.3622554987668991,0.4005667865276336,80.47811126708984,0.0,0.8,0.001,9,0.0950168999988818,1.2597885000013775,50.0,5.0,0.0,True,9,baseline-20260606T014339Z-b13abd42,baseline,none,,,,,
